Algorithm,Accuracy,Precision,Recall,Hit Rate,MRR
Apriori (Top-K Items),0.2087378640776699,0.039374325782092774,0.007760841157519573,0.039374325782092774,0.5863453815261044
FP-Growth (Top-K Items),0.2087378640776699,0.039374325782092774,0.007760841157519573,0.039374325782092774,0.5863453815261044
