Algorithm,Accuracy,Precision,Recall,Hit Rate,MRR
Apriori (Hybrid),0.2087378640776699,0.039374325782092774,0.007760841157519573,0.039374325782092774,0.35784313725490197
FP-Growth (Hybrid),0.2087378640776699,0.039374325782092774,0.007760841157519573,0.039374325782092774,0.35784313725490197
