Algorithm,Accuracy,Precision,Recall,Hit Rate,MRR
Apriori,0.3534367588164392,0.08312453827909327,0.023312845544102574,0.08312453827909327,0.08312453827909327
FP-Growth,0.3534367588164392,0.08312453827909327,0.023312845544102574,0.08312453827909327,0.08312453827909327
