Algorithm,Accuracy,Precision,Recall,Hit Rate,MRR
Apriori,0.0,0.14455231930960086,0.007254480224926968,0.14455231930960086,0.5690021231422505
FP-Growth,0.0,0.14455231930960086,0.007254480224926968,0.14455231930960086,0.5690021231422505
